ID,SMILES,DocumentID,Response,Assay Description,Dataset,SMILES_ORI,InChI,InChI Key,Resp_STDEV,Resp_CNT,Resp_MEDIAN,RESPONSE
CHEMBL3961006,COCCCNC(C=Cc1ccc(O)cc1)=CC(=O)C=Cc1ccc(O)cc1,CHEMBL3868619,-4.980883709552927,Aqueous solubility of the compound in sodium phosphate buffer at pH 6.8 after 90 mins by shake flask method,ChEMBL,COCCCNC(=C\C(=O)/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1,"InChI=1S/C23H25NO4/c1-28-16-2-15-24-20(9-3-18-4-10-21(25)11-5-18)17-23(27)14-8-19-6-12-22(26)13-7-19/h3-14,17,24-26H,2,15-16H2,1H3",PMMRCEVWGMZSDA-UHFFFAOYSA-N,0.1079116812810598,2,-4.904578627949848,-4.904578627949848
CHEMBL3972116,O=C1C=C(C=Cc2ccc(O)cc2)N(CCO)C(c2ccc(O)cc2)C1,CHEMBL3868619,-4.5347659050119855,Aqueous solubility of the compound in sodium phosphate buffer at pH 6.8 after 90 mins by shake flask method,ChEMBL,O=C1C=C(/C=C/c2ccc(O)cc2)N(CCO)C(c2ccc(O)cc2)C1,"InChI=1S/C21H21NO4/c23-12-11-22-17(6-1-15-2-7-18(24)8-3-15)13-20(26)14-21(22)16-4-9-19(25)10-5-16/h1-10,13,21,23-25H,11-12,14H2",VXFAYZSXQICHCF-UHFFFAOYSA-N,0.007380139474056339,2,-4.529547358343778,-4.529547358343778
CHEMBL156344,COc1ncnc2c1ncn2C1OC(COC(=O)C(C)(C)C)C(O)C1OC(=O)C(C)(C)C,CHEMBL1126024,-2.869666231504994,Solubility (phosphate buffered saline),ChEMBL,COc1ncnc2c1ncn2[C@@H]1O[C@H](COC(=O)C(C)(C)C)[C@@H](O)[C@@H]1OC(=O)C(C)(C)C,"InChI=1S/C21H30N4O7/c1-20(2,3)18(27)30-8-11-13(26)14(32-19(28)21(4,5)6)17(31-11)25-10-24-12-15(25)22-9-23-16(12)29-7/h9-11,13-14,17,26H,8H2,1-7H3",ORYGEISWBGGLNE-UHFFFAOYSA-N,0.0,1,-2.869666231504994,-2.869666231504994
CHEMBL3629068,CCOP(=O)(OCC)C(Nc1ccc(CNC(=O)CC23CC4CC(CC(C4)C2)C3)cc1)C(C)(C)C,CHEMBL3627639,-4.207608310501746,Aqueous solubility of the compound in sodium phosphate buffer at pH 7.4 at 25 +/- 1.5 degC by light scattering method,ChEMBL,CCOP(=O)(OCC)C(Nc1ccc(CNC(=O)CC23CC4CC(CC(C4)C2)C3)cc1)C(C)(C)C,"InChI=1S/C28H45N2O4P/c1-6-33-35(32,34-7-2)26(27(3,4)5)30-24-10-8-20(9-11-24)19-29-25(31)18-28-15-21-12-22(16-28)14-23(13-21)17-28/h8-11,21-23,26,30H,6-7,12-19H2,1-5H3,(H,29,31)",VOBOTDLEFOMTNT-UHFFFAOYSA-N,0.0,1,-4.207608310501746,-4.207608310501746
CHEMBL3632779,CC(C)(C)c1nc(-c2ccsc2)c2c(N)c(C#N)c(N)nc2n1,CHEMBL3632473,-4.3979400086720375,Aqueous solubility of the compound in 0.1 M phosphate buffer after 18 hrs,ChEMBL,CC(C)(C)c1nc(-c2ccsc2)c2c(N)c(C#N)c(N)nc2n1,"InChI=1S/C16H16N6S/c1-16(2,3)15-20-12(8-4-5-23-7-8)10-11(18)9(6-17)13(19)21-14(10)22-15/h4-5,7H,1-3H3,(H4,18,19,20,21,22)",UZRQFYMJYOVPSF-UHFFFAOYSA-N,0.0,1,-4.3979400086720375,-4.3979400086720375
CHEMBL521262,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN(C)C,CHEMBL1143302,-3.5228787452803374,Equilibrium solubility at pH 7.4 in phosphate buffer,ChEMBL,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN(C)C,"InChI=1S/C21H23Cl2N5O2/c1-28(2)8-7-25-17-10-16-12(9-18(17)30-3)20(13(11-26-16)21(24)29)27-15-6-4-5-14(22)19(15)23/h4-6,9-11,25H,7-8H2,1-3H3,(H2,24,29)(H,26,27)",FITSFJVQDQVDRK-UHFFFAOYSA-N,0.0,1,-3.5228787452803374,-3.5228787452803374
CHEMBL156178,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3O)[nH]c2n(CCC)c1=O,CHEMBL1124058,-2.958607314841775,Solubility in water at PH 7.4 in the presence of Tris.HCl buffer,ChEMBL,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)O)cc3O)[nH]c2n(CCC)c1=O,"InChI=1S/C19H22N4O6/c1-3-7-22-17-15(18(27)23(8-4-2)19(22)28)20-16(21-17)12-6-5-11(9-13(12)24)29-10-14(25)26/h5-6,9,24H,3-4,7-8,10H2,1-2H3,(H,20,21)(H,25,26)",WUVZVUXLLQCNSO-UHFFFAOYSA-N,0.0,1,-2.958607314841775,-2.958607314841775
CHEMBL480825,COc1cc2ncc(C(N)=O)c(Nc3cc(F)ccc3F)c2cc1OC,CHEMBL1143302,-4.853871964321762,Equilibrium solubility at pH 7.4 in phosphate buffer,ChEMBL,COc1cc2ncc(C(N)=O)c(Nc3cc(F)ccc3F)c2cc1OC,"InChI=1S/C18H15F2N3O3/c1-25-15-6-10-13(7-16(15)26-2)22-8-11(18(21)24)17(10)23-14-5-9(19)3-4-12(14)20/h3-8H,1-2H3,(H2,21,24)(H,22,23)",YMHNYVNOYXPQLO-UHFFFAOYSA-N,0.0,1,-4.853871964321762,-4.853871964321762
CHEMBL599285,Cn1nnc(-c2c(F)cc(Cl)cc2-c2cnc(CNC(=O)N(O)C3CCC(F)(F)CC3)c(F)c2)n1,CHEMBL1159049,-4.4089353929735005,Aqueous Solubility in PBS buffer,ChEMBL,Cn1nnc(-c2c(F)cc(Cl)cc2-c2cnc(CNC(=O)N(O)C3CCC(F)(F)CC3)c(F)c2)n1,"InChI=1S/C21H20ClF4N7O2/c1-32-30-19(29-31-32)18-14(7-12(22)8-16(18)24)11-6-15(23)17(27-9-11)10-28-20(34)33(35)13-2-4-21(25,26)5-3-13/h6-9,13,35H,2-5,10H2,1H3,(H,28,34)",RNQBAXJIHWGMKD-UHFFFAOYSA-N,0.0,1,-4.4089353929735005,-4.4089353929735005
CHEMBL1784579,Cc1cc(Nc2ccc3c(c2)OCO3)n2ncnc2n1,CHEMBL1781999,-3.7304870557820835,Aqueous solubility of the compound in phosphate buffer at pH 6.5,ChEMBL,Cc1cc(Nc2ccc3c(c2)OCO3)n2ncnc2n1,"InChI=1S/C13H11N5O2/c1-8-4-12(18-13(16-8)14-6-15-18)17-9-2-3-10-11(5-9)20-7-19-10/h2-6,17H,7H2,1H3",MFFBVLFWPMYFQD-UHFFFAOYSA-N,0.0,1,-3.7304870557820835,-3.7304870557820835
CHEMBL2409192,CC(=O)Nc1cc(Nc2cc(Nc3cn(CCN4CCCC4)cn3)n3ncc(C#N)c3n2)ccc1C,CHEMBL2406966,-3.958607314841775,Aqueous solubility of the compound in phosphate buffer at pH 7.4 after 24 hrs,ChEMBL,CC(=O)Nc1cc(Nc2cc(Nc3cn(CCN4CCCC4)cn3)n3ncc(C#N)c3n2)ccc1C,"InChI=1S/C25H28N10O/c1-17-5-6-20(11-21(17)29-18(2)36)30-22-12-24(35-25(32-22)19(13-26)14-28-35)31-23-15-34(16-27-23)10-9-33-7-3-4-8-33/h5-6,11-12,14-16,31H,3-4,7-10H2,1-2H3,(H,29,36)(H,30,32)",QGXBNDQAKMVCOI-UHFFFAOYSA-N,0.0,1,-3.958607314841775,-3.958607314841775
CHEMBL2409186,CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCO)n3)n3ncc(C#N)c3n2)ccc1C,CHEMBL2406966,-4.657577319177793,Aqueous solubility of the compound in phosphate buffer at pH 7.4 after 24 hrs,ChEMBL,CC(=O)Nc1cc(Nc2cc(Nc3ccn(CCO)n3)n3ncc(C#N)c3n2)ccc1C,"InChI=1S/C21H21N9O2/c1-13-3-4-16(9-17(13)24-14(2)32)25-19-10-20(26-18-5-6-29(28-18)7-8-31)30-21(27-19)15(11-22)12-23-30/h3-6,9-10,12,31H,7-8H2,1-2H3,(H,24,32)(H,25,27)(H,26,28)",CBOPBLLJBOXTGE-UHFFFAOYSA-N,0.0,1,-4.657577319177793,-4.657577319177793
CHEMBL2409180,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ncc1C,CHEMBL2406966,-5.154901959985743,Aqueous solubility of the compound in phosphate buffer at pH 7.4 after 24 hrs,ChEMBL,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ncc1C,"InChI=1S/C18H18N8O/c1-10-8-20-15(5-14(10)22-11(2)27)24-16-6-17(23-13-3-4-13)26-18(25-16)12(7-19)9-21-26/h5-6,8-9,13,23H,3-4H2,1-2H3,(H2,20,22,24,25,27)",JSFKRGALSAXHRE-UHFFFAOYSA-N,0.0,1,-5.154901959985743,-5.154901959985743
CHEMBL2409179,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)c(F)cc1C1CC1,CHEMBL2406966,-5.154901959985743,Aqueous solubility of the compound in phosphate buffer at pH 7.4 after 24 hrs,ChEMBL,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)c(F)cc1C1CC1,"InChI=1S/C21H20FN7O/c1-11(30)25-17-7-18(16(22)6-15(17)12-2-3-12)27-19-8-20(26-14-4-5-14)29-21(28-19)13(9-23)10-24-29/h6-8,10,12,14,26H,2-5H2,1H3,(H,25,30)(H,27,28)",CHUOPMMSYZADNG-UHFFFAOYSA-N,0.0,1,-5.154901959985743,-5.154901959985743
CHEMBL2409173,CC(=O)N1CCc2ccc(Nc3cc(NC4CC4)n4ncc(C#N)c4n3)cc21,CHEMBL2406966,-5.3979400086720375,Aqueous solubility of the compound in phosphate buffer at pH 7.4 after 24 hrs,ChEMBL,CC(=O)N1CCc2ccc(Nc3cc(NC4CC4)n4ncc(C#N)c4n3)cc21,"InChI=1S/C20H19N7O/c1-12(28)26-7-6-13-2-3-16(8-17(13)26)23-18-9-19(24-15-4-5-15)27-20(25-18)14(10-21)11-22-27/h2-3,8-9,11,15,24H,4-7H2,1H3,(H,23,25)",XZCGHATYECEONP-UHFFFAOYSA-N,0.0,1,-5.3979400086720375,-5.3979400086720375
CHEMBL1586371,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,CHEMBL2390838,-5.508638306165727,Aqueous solubility of the compound at 10 mM in phosphate buffer by LC-MS analysis,ChEMBL,O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1,"InChI=1S/C18H22N4O2S2/c23-26(24,22-11-2-1-3-12-22)17-8-6-16(7-9-17)21-18(25)20-14-15-5-4-10-19-13-15/h4-10,13H,1-3,11-12,14H2,(H2,20,21,25)",NIADLWNDYLCGNO-UHFFFAOYSA-N,0.0,1,-5.508638306165727,-5.508638306165727
CHEMBL2391588,O=C(NCc1cc[nH]n1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,CHEMBL2390838,-4.055517327849831,Aqueous solubility of the compound at 10 mM in phosphate buffer by LC-MS analysis,ChEMBL,O=C(NCc1cc[nH]n1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,"InChI=1S/C17H16N4O3S/c22-17(18-12-14-10-11-19-21-14)20-13-6-8-16(9-7-13)25(23,24)15-4-2-1-3-5-15/h1-11H,12H2,(H,19,21)(H2,18,20,22)",MVNFJHOQHNNHJS-UHFFFAOYSA-N,0.0,1,-4.055517327849831,-4.055517327849831
CHEMBL205369,N=C(N)c1ccc2[nH]c(-c3cccc(-c4cc(F)ccc4O)c3O)cc2c1,CHEMBL1146956,-4.080921907623926,Solubility in phosphate buffer at pH 7.4,ChEMBL,N=C(N)c1ccc2[nH]c(-c3cccc(-c4cc(F)ccc4O)c3O)cc2c1,"InChI=1S/C21H16FN3O2/c22-13-5-7-19(26)16(10-13)14-2-1-3-15(20(14)27)18-9-12-8-11(21(23)24)4-6-17(12)25-18/h1-10,25-27H,(H3,23,24)",ZUIFDFCNIRXSDD-UHFFFAOYSA-N,0.0,1,-4.080921907623926,-4.080921907623926
CHEMBL204893,CC(C)ONC(=N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,CHEMBL1146956,-4.6020599913279625,Solubility in phosphate buffer at pH 7.4,ChEMBL,CC(C)ONC(=N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,"InChI=1S/C24H23N3O3/c1-14(2)30-27-24(25)15-10-11-20-16(12-15)13-21(26-20)19-8-5-7-18(23(19)29)17-6-3-4-9-22(17)28/h3-14,26,28-29H,1-2H3,(H2,25,27)",KTPKWCYCXPDOMR-UHFFFAOYSA-N,0.0,1,-4.6020599913279625,-4.6020599913279625
CHEMBL205519,CCONC(=N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,CHEMBL1146956,-4.366531544420414,Solubility in phosphate buffer at pH 7.4,ChEMBL,CCONC(=N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,"InChI=1S/C23H21N3O3/c1-2-29-26-23(24)14-10-11-19-15(12-14)13-20(25-19)18-8-5-7-17(22(18)28)16-6-3-4-9-21(16)27/h3-13,25,27-28H,2H2,1H3,(H2,24,26)",SQTAGRBAHSJYPD-UHFFFAOYSA-N,0.0,1,-4.366531544420414,-4.366531544420414
CHEMBL3941037,COc1cc(C(=O)N(CCCc2ccccc2)Cc2ccc(CC(=O)O)cc2)cc(OC)c1C,CHEMBL3856289,-4.136677139879544,Solubility of the compound in buffer at pH 6.8,ChEMBL,COc1cc(C(=O)N(CCCc2ccccc2)Cc2ccc(CC(=O)O)cc2)cc(OC)c1C,"InChI=1S/C28H31NO5/c1-20-25(33-2)17-24(18-26(20)34-3)28(32)29(15-7-10-21-8-5-4-6-9-21)19-23-13-11-22(12-14-23)16-27(30)31/h4-6,8-9,11-14,17-18H,7,10,15-16,19H2,1-3H3,(H,30,31)",WGABOZPQOOZAOI-UHFFFAOYSA-N,0.0,1,-4.136677139879544,-4.136677139879544
CHEMBL114280,Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,CHEMBL1134447,-3.7311880962602197,Solubility (phosphate buffered saline),ChEMBL,Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,"InChI=1S/C18H18ClN3O3/c19-13-9-17-16(24-11-25-17)8-12(13)10-20-6-3-7-22-15-5-2-1-4-14(15)21-18(22)23/h1-2,4-5,8-9,20H,3,6-7,10-11H2,(H,21,23)",PXWAOPCHLIOXQZ-UHFFFAOYSA-N,0.0,1,-3.7311880962602197,-3.7311880962602197
CHEMBL2418954,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,CHEMBL3751828,-5.154901959985743,Solubility of the compound in phosphate-buffered saline at pH 7.4,ChEMBL,CC(=O)Nc1cn2cc(-c3cnc(N)c(C(F)(F)F)c3)ccc2n1,"InChI=1S/C15H12F3N5O/c1-8(24)21-12-7-23-6-9(2-3-13(23)22-12)10-4-11(15(16,17)18)14(19)20-5-10/h2-7H,1H3,(H2,19,20)(H,21,24)",TVUPSIBSWDXJGQ-UHFFFAOYSA-N,0.06309031868711974,2,-5.199513552156626,-5.199513552156626
CHEMBL1766846,O=C1CC(=O)N(CCc2cccc(F)c2)C(=O)N1CCc1cccc(F)c1,CHEMBL1765084,-4.504455662453552,Solubility of the compound in PBS buffer after 16 hrs,ChEMBL,O=C1CC(=O)N(CCc2cccc(F)c2)C(=O)N1CCc1cccc(F)c1,"InChI=1S/C20H18F2N2O3/c21-16-5-1-3-14(11-16)7-9-23-18(25)13-19(26)24(20(23)27)10-8-15-4-2-6-17(22)12-15/h1-6,11-12H,7-10,13H2",WXQCUPZVMCNXDQ-UHFFFAOYSA-N,0.0,1,-4.504455662453552,-4.504455662453552
CHEMBL1684491,O=C(NOCCO)c1cc(CNOCCO)c(F)c(F)c1Nc1ccc(I)cc1F,CHEMBL1681704,-3.217527375833714,Solubility in 50 mM phosphate buffer at pH 6.5 after 2 hrs,ChEMBL,O=C(NOCCO)c1cc(CNOCCO)c(F)c(F)c1Nc1ccc(I)cc1F,"InChI=1S/C18H19F3IN3O5/c19-13-8-11(22)1-2-14(13)24-17-12(18(28)25-30-6-4-27)7-10(15(20)16(17)21)9-23-29-5-3-26/h1-2,7-8,23-24,26-27H,3-6,9H2,(H,25,28)",DJOJPILWCZHRPY-UHFFFAOYSA-N,0.0,1,-3.217527375833714,-3.217527375833714
